Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
601342098,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
601346228,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601346245,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
601346250,000001F9,false,Rx,0,8,28,00,14,37,00,00,51,A8,
601350291,00000284,false,Rx,0,8,00,00,00,00,00,00,97,1D,
601350306,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601354338,00000176,false,Rx,0,7,00,00,02,3C,00,00,0D,00,
601354354,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601354359,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601358477,00000180,false,Rx,0,8,14,1E,31,F3,3D,00,31,10,
601358493,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601362573,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
601362589,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
601366652,00000176,false,Rx,0,7,00,00,02,3A,00,00,0E,00,
601366668,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
601366673,00000284,false,Rx,0,8,00,00,00,00,00,00,98,1E,
601370745,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601370761,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
601370765,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601374848,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
601374865,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601378953,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601378970,00000551,false,Rx,0,8,7A,F1,00,80,FF,02,80,FF,
601383051,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601383066,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
601383069,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DE,40,
601387204,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601387219,00000284,false,Rx,0,8,00,00,00,00,00,00,99,1F,
601391217,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
601391234,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
601395281,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601395296,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601399371,00000292,false,Rx,0,8,FF,F8,13,80,0F,FE,00,00,
601399386,00000182,false,Rx,0,8,00,00,00,00,00,15,00,CF,
601399389,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
601403509,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601403524,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D9,40,
601407595,00000285,false,Rx,0,8,00,00,00,00,00,00,9A,21,
601407610,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601411718,000001F9,false,Rx,0,8,28,00,14,37,00,00,51,A8,
601411733,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601411737,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601415798,00000354,false,Rx,0,8,00,00,00,00,00,18,04,00,
601415812,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,00,00,
601419904,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601419919,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
601423992,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
601424007,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
601424010,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
601428055,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
601428071,000001F9,false,Rx,0,8,28,00,14,37,00,00,51,A8,
601432224,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601432241,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601432244,00000176,false,Rx,0,7,00,00,02,3E,00,00,04,00,
601436290,00000174,false,Rx,0,8,FF,EF,FE,AA,05,00,00,00,
601436305,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601436308,000006E2,false,Rx,0,3,00,00,78,00,00,00,00,00,
601440287,00000176,false,Rx,0,7,00,00,02,3C,00,00,05,00,
601440301,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601444475,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
601444490,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DF,40,
601448566,00000284,false,Rx,0,8,00,00,00,00,00,00,9C,22,
601448583,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601452721,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601452737,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601452741,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601456768,00000292,false,Rx,0,8,FF,F8,13,80,0F,FE,00,00,
601456784,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601460866,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601460884,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601464945,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601464960,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D9,40,
601469004,00000284,false,Rx,0,8,00,00,00,00,00,00,9D,23,
601469022,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601473147,00000180,false,Rx,0,8,14,50,32,03,3D,00,3C,10,
601473184,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601473189,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
601477224,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,00,00,
601477239,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
601481322,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601481337,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
601481341,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601485436,00000560,false,Rx,0,3,48,70,00,00,00,00,00,00,
601485451,00000280,false,Rx,0,8,03,3D,C0,00,00,00,D7,40,
601489501,00000285,false,Rx,0,8,00,00,00,00,00,00,9E,25,
601489518,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601489523,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
601493616,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601493631,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
601497717,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601497732,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601497735,00000180,false,Rx,0,8,14,37,32,03,3D,00,3F,10,
601501813,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601501828,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
601505917,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
601505932,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
601510023,00000354,false,Rx,0,8,00,00,00,00,00,08,04,00,
601510040,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601510044,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601514107,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601514125,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601518201,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
601518216,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601522251,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601522266,00000182,false,Rx,0,8,00,00,00,00,00,11,00,CF,
601526347,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D9,40,
601526362,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
601526365,00000284,false,Rx,0,8,00,00,00,00,00,00,A0,26,
601530489,00000180,false,Rx,0,8,14,50,31,F3,3D,00,30,10,
601530503,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
601534589,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601534604,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601538671,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,00,00,
601538687,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601538692,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601542798,000006E2,false,Rx,0,3,00,00,79,00,00,00,00,00,
601542813,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601542816,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
601546878,00000280,false,Rx,0,8,03,3D,C0,00,00,00,DA,40,
601546893,00000285,false,Rx,0,8,00,00,00,00,00,00,A1,28,
601550973,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601550988,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
601550991,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601555060,00000176,false,Rx,0,7,00,00,02,40,00,00,01,00,
601555075,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601559227,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601559242,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601563245,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601563260,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
601563263,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
601567332,00000284,false,Rx,0,8,00,00,00,00,00,00,A2,28,
601567349,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601571442,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
601571456,00000002,false,Rx,0,5,0D,00,00,07,F5,00,00,00,
601575550,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
601575565,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
601575568,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601579649,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601579666,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601583743,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
601583759,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D6,40,
601587839,00000285,false,Rx,0,8,00,00,00,00,00,00,A3,2A,
601587855,00000284,false,Rx,0,8,00,00,00,00,00,00,A3,29,
601591935,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601591949,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
601591953,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601596014,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601596031,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,00,00,
601600149,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601600195,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601604148,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601604188,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
601604195,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
601608335,00000285,false,Rx,0,8,00,00,00,00,00,00,A4,2B,
601608349,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
601612426,00000182,false,Rx,0,8,00,00,00,00,00,1A,00,CF,
601612444,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
601616533,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601616549,00000354,false,Rx,0,8,00,00,00,00,00,00,04,00,
601621296,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,00,00,
601621314,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
601621320,00000182,false,Rx,0,8,00,00,00,00,00,1B,00,CF,
601624700,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
601624718,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601629391,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
601629416,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601632877,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
601632894,00000180,false,Rx,0,8,14,50,32,03,3D,00,3C,10,
601632900,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601637093,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601637114,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601641077,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601641094,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
601645228,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601645247,00000182,false,Rx,0,8,00,00,00,00,00,1D,00,CF,
601649266,00000284,false,Rx,0,8,00,00,00,00,00,00,A6,2C,
601649281,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601649284,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
601653340,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
601653354,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601653358,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601657433,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601657449,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601661582,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
601661597,00000160,false,Rx,0,7,33,D3,21,00,08,FF,E8,00,
601665671,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
601665686,000001F9,false,Rx,0,8,28,00,14,37,00,00,51,A8,
601669784,00000280,false,Rx,0,8,03,40,C0,00,00,00,DC,40,
601669800,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601669803,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
601673874,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601673889,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
601673892,00000176,false,Rx,0,7,00,00,02,40,00,00,0D,00,
601677974,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601677990,00000180,false,Rx,0,8,14,37,32,13,3D,00,3F,10,
601682043,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601682058,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
601686147,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
601686186,00000284,false,Rx,0,8,00,00,00,00,00,00,A8,2E,
601686192,00000176,false,Rx,0,7,00,00,02,3E,00,00,0E,00,
601690255,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
601690269,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601694337,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
601694353,00000160,false,Rx,0,7,33,D3,1F,00,08,FF,E8,00,
601694356,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601698447,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,00,00,
601698465,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601702545,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
601702564,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
601706610,00000176,false,Rx,0,7,00,00,02,40,00,00,00,00,
601706630,00000182,false,Rx,0,8,00,00,00,00,00,13,00,CF,
601706634,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
601710709,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601710724,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
601710727,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601714804,00000174,false,Rx,0,8,FF,EF,FE,AA,01,00,00,00,
601714819,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
601718919,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601718933,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601723029,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601723043,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
601727133,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
601727148,00000284,false,Rx,0,8,00,00,00,00,00,00,AA,30,
601727151,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
601731225,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
601731243,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
601735280,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601735298,00000180,false,Rx,0,8,14,50,32,03,3D,00,36,10,
601739396,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601739411,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
601739414,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
601743495,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
601743510,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601747599,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D9,40,
601747614,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601751706,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
601751721,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601751724,00000174,false,Rx,0,8,FF,EF,FE,AA,05,00,00,00,
601755766,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601755783,00000160,false,Rx,0,7,33,D3,22,00,08,FF,E8,00,
601759903,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601759920,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601759923,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
601763987,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601764004,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
601768083,00000284,false,Rx,0,8,00,00,00,00,00,00,AC,32,
601768098,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
601772244,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601772262,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
601772265,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601776256,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601776272,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601780284,00000176,false,Rx,0,7,00,00,02,40,00,00,06,00,
601780300,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601780304,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
601784457,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DE,40,
601784473,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601788539,000001F9,false,Rx,0,8,28,00,14,37,00,00,51,A8,
601788556,00000551,false,Rx,0,8,7A,F3,00,80,FF,02,80,FF,
601792647,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
601792663,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601796752,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
601796768,00000160,false,Rx,0,7,33,D3,1E,00,08,FF,E8,00,
601796773,000001F9,false,Rx,0,8,28,00,14,37,00,00,51,A8,
601800841,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
601800857,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
601804967,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601804984,00000280,false,Rx,0,8,03,40,C0,00,00,00,D7,40,
601809061,00000285,false,Rx,0,8,00,00,00,00,00,00,AE,35,
601809079,00000182,false,Rx,0,8,00,00,00,00,00,1D,00,CE,
601809082,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601813144,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
601813187,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601817188,00000180,false,Rx,0,8,14,37,31,E3,3D,00,3C,10,
601817204,00000292,false,Rx,0,8,FF,F8,13,80,0F,FE,00,00,
601821346,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601821363,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
601821368,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
601825433,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
601825449,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601829518,00000580,false,Rx,0,5,00,78,40,B0,6F,00,00,00,
601829534,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
601829539,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
601833637,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601833653,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
601838097,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
601838113,000001F9,false,Rx,0,8,28,00,14,69,00,00,51,A8,
601838118,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601841801,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601841817,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
601845901,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DD,40,
601845917,00000284,false,Rx,0,8,00,00,00,00,00,00,B0,36,
601850034,00000180,false,Rx,0,8,14,50,32,03,3D,00,31,10,
601850057,000006E2,false,Rx,0,3,00,00,78,00,00,00,00,00,
601850062,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
601854335,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601854352,00000176,false,Rx,0,7,00,00,02,43,00,00,0C,00,
601858265,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,00,00,
601858289,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601862334,00000180,false,Rx,0,8,14,50,32,13,3D,00,32,10,
601862357,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
601866384,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601866401,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D9,40,
601866406,00000285,false,Rx,0,8,00,00,00,00,00,00,B1,38,
601870502,00000284,false,Rx,0,8,00,00,00,00,00,00,B1,37,
601870525,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601874592,00000176,false,Rx,0,7,00,00,02,40,00,00,01,00,
601874615,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601874620,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601878676,00000292,false,Rx,0,8,FF,F8,13,80,0F,FE,00,00,
601878692,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
601882799,00000354,false,Rx,0,8,00,00,00,00,00,18,04,00,
601882822,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
601887412,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601887435,00000560,false,Rx,0,3,48,10,47,00,00,00,00,00,
601887440,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
601890913,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601890932,00000002,false,Rx,0,5,0D,00,00,07,F5,00,00,00,
601890937,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601895050,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
601895067,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
601899222,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601899240,00000182,false,Rx,0,8,00,00,00,00,00,16,00,CF,
601903257,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601903273,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
601903279,00000280,false,Rx,0,8,03,3D,C0,00,00,00,DB,40,
601907357,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
601907373,00000176,false,Rx,0,7,00,00,02,45,00,00,02,00,
601911457,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601911474,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
601915545,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601915561,00000180,false,Rx,0,8,14,37,32,03,3D,00,37,10,
601919636,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,00,00,
601919652,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601919657,00000160,false,Rx,0,7,33,D3,1E,00,08,FF,E8,00,
601923720,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601923737,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
601927820,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
601927837,00000284,false,Rx,0,8,00,00,00,00,00,00,B4,3A,
601931923,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601931939,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
601931944,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601936024,00000354,false,Rx,0,8,00,00,00,00,00,00,04,00,
601936041,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,00,00,
601940132,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
601940148,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
601940154,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601944201,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
601944218,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601948518,00000280,false,Rx,0,8,03,3D,C0,00,00,00,D8,40,
601948536,00000160,false,Rx,0,7,33,D3,1E,00,08,FF,E8,00,
601952370,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601952389,000006E2,false,Rx,0,3,00,00,79,00,00,00,00,00,
601952392,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
601956494,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
601956511,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601960587,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601960611,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601964686,000001F9,false,Rx,0,8,28,00,14,50,00,00,51,A8,
601964701,00000174,false,Rx,0,8,FF,EF,FE,AA,0A,00,00,00,
601968808,00000284,false,Rx,0,8,00,00,00,00,00,00,B6,3C,
601968823,00000176,false,Rx,0,7,00,00,02,47,00,00,08,00,
601968826,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
601972877,00000160,false,Rx,0,7,33,D3,20,00,08,FF,E8,00,
601972892,000001F9,false,Rx,0,8,28,00,14,1E,00,00,51,A8,
601976990,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E0,
601977005,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
601981075,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601981090,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CF,
601985225,00000180,false,Rx,0,8,14,1E,31,E3,3D,00,3E,10,
601985242,00000280,false,Rx,0,8,03,40,C0,00,00,00,D8,40,
